Time,Symbol,Side,Quantity,Price,Value,P&L,Z-Score
2025-05-18 18:47:35,AMD,SELL,170,86.23,14659.10,71.30,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.24,14660.80,73.00,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.24,14660.80,73.00,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.20,14654.00,66.20,-0.8288
2025-05-18 18:47:35,NVDA,BUY,801,621.08,497485.08,,-0.8288
2025-05-18 18:47:35,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,340,86.17,29297.80,122.21,-0.8288
2025-05-18 18:47:35,AMD,SELL,340,86.20,29308.00,132.41,-0.8288
2025-05-18 18:47:35,AMD,SELL,340,86.25,29325.00,149.41,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.23,14659.10,71.30,-0.8288
2025-05-18 18:47:35,NVDA,SELL,46,621.08,28569.68,-0.00,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.18,14650.60,62.80,-0.8288
2025-05-18 18:47:35,AMD,SELL,170,86.18,14650.60,62.80,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.24,14660.80,73.00,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.18,14650.60,62.80,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.16,14647.20,59.40,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.18,14650.60,62.80,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.23,14659.10,71.30,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.20,14654.00,66.20,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.21,14655.70,67.90,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.21,14655.70,67.90,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.21,14655.70,67.90,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.18,14650.60,62.80,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.15,14645.50,57.70,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.18,14650.60,62.80,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.16,14647.20,59.40,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.18,14650.60,62.80,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.13,14642.10,54.30,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.14,14643.80,56.00,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.21,14655.70,67.90,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.16,14647.20,59.40,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.18,14650.60,62.80,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.17,14648.05,60.25,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.17,14648.90,61.10,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.17,14648.90,61.10,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.19,14652.30,64.50,-0.8288
2025-05-18 18:47:36,NVDA,BUY,803,621.08,498727.24,,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.22,14657.40,69.60,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.22,14657.40,69.60,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.18,14650.60,62.80,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.17,14648.90,61.10,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.18,14650.60,62.80,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.19,14652.30,64.50,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.22,14657.40,69.60,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.19,14652.30,64.50,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.19,14652.30,64.50,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.20,14654.00,66.20,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.21,14655.70,67.90,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
2025-05-18 18:47:36,AMD,SELL,170,86.23,14659.10,71.30,-0.8288
2025-05-18 18:47:36,NVDA,SELL,23,621.08,14284.84,-0.00,-0.8288
